logr,gini,permutation,shap
-3.886141314621182e-19,0.0,-0.001173708920187792,0.0
2.9330360047721336e-16,0.09200847824212503,-0.00019561815336462582,0.07733224369741559
2.7121011805202123e-18,0.0,-0.00013041210224307154,0.0
-1.3518577080050632e-18,0.0,-0.00045644235785076887,0.0
-5.118049404300367e-17,0.0,0.0010432968179446833,0.006198285074870346
1.0921922626465365e-18,0.0,-6.520605112151727e-05,0.0
-6.766757029506351e-20,0.0,-0.0015649452269170434,0.0
1.4104163069927741e-16,0.014141217708132493,-0.00019561815336466282,0.02887320641207134
4.029315378303471e-18,0.0,-0.0007172665623369859,0.0
5.154598383806203e-18,0.0,3.700743415417188e-17,0.0
-9.645554646566076e-17,0.0,0.0011085028690662746,0.01003622122483955
-5.818702718674998e-18,0.0,6.520605112155427e-05,0.0
2.7334310726660016e-18,0.0,-0.0015649452269170434,0.0
1.4173059888831785e-17,0.00648494362780077,0.00019561815336466282,0.038036666649406047
1.6912945400314417e-18,0.0,-6.520605112151727e-05,0.0
-3.3524995963879276e-18,0.0,-0.00019561815336466282,0.0
-1.6535236536970416e-16,0.0,0.0009128847157016118,0.007400589747676775
1.1869793117132454e-18,0.0,-0.0006520605112154317,0.0
-1.893751608265637e-18,0.0,-0.00032603025560769733,0.0
-3.9369610802310515e-19,0.0035464535464535467,0.0011737089201878288,0.005926507247254548
2.817628043342336e-18,0.0,-0.000978090766823166,0.0
-1.0934555115256073e-18,0.0,-0.00013041210224307154,0.0
2.913351199370978e-17,0.0,0.0015649452269170805,0.0043334901280991005
4.333047548187267e-18,0.0,-0.00032603025560769733,0.0
2.9377565435424406e-18,0.0,-0.0007824726134585402,0.0
1.1810883240693154e-16,0.007086766047805021,0.0013693270735524548,0.004479087506124752
1.995110249197756e-18,0.0,-0.0013041210224308635,0.0
1.9230072217111132e-18,0.0,0.00013041210224310854,0.0
-5.984180841951198e-17,0.006983785445323904,0.0015649452269170434,0.005959123097559398
-1.3404979117822272e-18,0.0,-0.0007172665623369859,0.0
2.0159338357705585e-18,0.0,-0.0006520605112154317,0.0
-1.2047100905507017e-16,0.007092907092907093,0.0014997391757955263,0.004987421857570798
3.1813593517032306e-19,0.0,-0.0011085028690662375,0.0
1.1062545347287695e-19,0.0,-0.00019561815336462582,0.0
2.3228070373363204e-16,0.0,0.001173708920187792,0.0047602240313344675
2.3473908325240383e-19,0.0,-0.0008476786645800575,0.0
1.7130870948476517e-18,0.0,-0.00045644235785076887,0.0
-2.913351199370978e-17,0.007092907092907093,0.0014997391757955263,0.007160608844904393
-1.6468627246484343e-19,0.0,-0.0010432968179447204,0.0
6.598062206609343e-20,0.0,-0.0005868544600939144,0.0
3.144647662834553e-17,0.00709222485957182,0.002217005738132475,0.019306502652020947
5.187487563081971e-18,0.0,0.00032603025560773435,0.0
-1.0013626278799953e-18,0.0,-0.000717266562336949,0.0
1.50842510763462e-16,0.0354564376797082,0.0017605633802817062,0.07321246713380149
-2.3414898236983823e-18,0.0,0.00032603025560773435,0.0
5.555052571366476e-18,0.0,-0.0006520605112154317,0.0
-1.6338388482958863e-17,0.024470529470529467,0.0027386541471048353,0.0263775439086717
-9.422182554116554e-19,0.0,0.0005216484089723602,0.0
2.9270607249427176e-18,0.0,-0.0002608242044861431,0.0
-7.568807676744196e-17,0.0,0.0014345331246739719,0.05135285389921626
3.2663859510024245e-18,0.0,0.0005868544600938774,0.0
-1.2838761302324696e-18,0.0,-0.00019561815336462582,0.0
-5.922665825072588e-17,0.01410236822001528,0.0005868544600939144,0.15844346181265145
5.785119338876944e-18,0.0,0.00013041210224310854,0.0
3.450164531218368e-21,0.0,-0.00013041210224307154,0.0
2.2101115264147065e-16,0.004728604728604729,0.0020213875847678864,0.02579362467444368
3.720231161811854e-18,0.0,0.000717266562337023,0.0
6.849320464530664e-19,0.0,-0.0009128847157016488,0.0
1.872024993649865e-16,0.10953007245169308,0.0010432968179447573,0.007321675399008186
1.2524362910043323e-18,0.0,0.0006520605112154687,0.0
-6.1924787963255425e-19,0.0,-0.0008476786645800575,0.0
2.2844216668040677e-16,0.18260190168871565,0.0030646844027125697,0.015188468463833774
1.7441875681943623e-18,0.0,0.0002608242044861801,0.0
-2.439587402554958e-18,0.0,-0.0010432968179446833,0.0
-1.5607590082440975e-16,0.12024015012859181,0.0024778299426186923,0.07700275482740712
-2.0494723403784386e-19,0.0,0.00013041210224310854,0.0
3.011775226376754e-17,0.02276712612712452,0.003977569118414219,0.0303780260249436
1.0444019565650436e-16,0.01886026832238517,0.003455920709441821,0.008239036361684137
7.992030992869034e-17,0.03538308437289243,0.004499217527386541,0.023061989993256468
-2.4802854805455624e-17,0.007076475647904212,0.005542514345331262,0.07604248310166155
5.984180841951198e-17,0.0567267105060014,0.004434011476265025,0.011611686487135769
-2.992090420975599e-17,0.06321346796669623,0.003325508607198787,0.012586306003223144
3.3168897100946606e-17,0.028356417314768286,0.006259780907668248,0.012565851338690372
3.7794826370218094e-17,0.03517769605751951,0.0048904538341158306,0.010531849541517683
-1.1653404797483912e-16,0.0,0.0027386541471048353,0.006649534479696425
1.0236098808600734e-16,0.0,0.0027386541471048353,0.005562284103585417
-9.448706592554524e-18,0.02823460330356748,0.004564423578508059,0.03848517408814482
1.0472316473414597e-16,0.006890252604538316,0.004107981220657327,0.022946935996918796
2.4487897919037143e-16,0.02775070354157196,0.005803338549817405,0.03346494084736047
6.259768117567372e-17,0.023356992657691953,0.006651017214397537,0.006836443365842358
-1.2440797013530124e-16,0.003546453546453548,0.006846635367762126,0.04155442997615718
