label,LDA1
ankle-grip-bow-and-arrow,25.50076330980386
armpit-hold-dart,-0.666965436536965
armpit-hold-forward-pike,-53.84561581422417
armpit-hold-front-split,-7.9909746995809074
armpit-hold-passe,28.31687096286779
armpit-hold-scorpion,-10.361201245947079
armpit-hold-seated,-31.479896191073845
back-hold-allergra,-18.493026561196007
back-hold-allergra-split,-1.7806609878978703
baseball-back-support-grip-foward-pike,-57.49723430952973
baseball-back-support-grip-tuck,-38.46873244805218
bridge,9.211625555475324
chair-passe,-17.882115955076205
chair-pike,-59.39595122002176
chair-seated,-44.94967874663788
cross-grip-straddle,-2.720918570183606
crossed-knee-layback,67.24882936901778
crossed-knee-release,91.21671514506228
crossed-knee-stargazer,61.5843182383976
elbow-grip-butterfly,38.0277570493707
elbow-grip-fang,107.23353023193096
elbow-grip-inverted-ayesha,56.714168623693844
elbow-grip-pencil,19.230689293818997
elbow-grip-seated,-30.66223677987405
elbow-grip-straddle,0.869954671760438
fang-bracket-grip,-69.85871516357837
fireman-half-pike,-30.762622249749477
fireman-hollywood,-30.51815282831863
fireman-knee-hold,-55.60652120821376
fireman-piker,-45.02842190300581
fireman-seat,-39.866946601200986
flag-grip-pencil,28.073342818761663
flag-grip-straddle,4.647357667692592
forearm-grip-inverted-pencil,28.665275654071284
forearm-grip-pencil,-11.933745486581364
forearm-grip-side-spin,-91.31161322863792
forearm-grip-stag,-90.12347274466299
handstand-bridged,74.43985645170213
handstand-butterfly,19.554510560755176
handstand-floor-handspring,66.79368467619113
handstand-forearm-attitude,23.424209550538492
handstand-forearm-bow-and-arrow,-7.750819990285606
handstand-forearm-fang,85.66716039743102
handstand-forearm-passe,2.577983604341853
handstand-forearm-pencil,-9.716983936281936
handstand-onehand,13.150771233757567
handstand-pole,19.149752535263524
handstand-split,13.771247553469568
handstand-tucked,56.616100636561946
hook-knee-one-hand,4.59402173131983
hook-knee-two-hands,-19.744394162763758
iguana-grip-bow-and-arrow,-1.877432070033348
iguana-grip-fang,80.50098109546714
iguana-grip-inverted-v,31.77332767064167
iguana-grip-pencil,-5.23808468287201
iguana-grip-pixie,35.586872944382684
knee-hold-bridge,106.59187149902205
knee-hold-cupid,0.2483770429840667
knee-hold-daredevil,-13.46785561192732
knee-hold-genie,-4.204761480104953
knee-hold-genie-release,-0.14757261928759713
knee-hold-marley,-3.3950701629969573
knee-hold-marley-release,-12.369706585580357
knee-hold-one-knee-genie,-57.07133354018453
knee-hold-remi-sit,-35.06385331504032
knee-hold-remi-sit-release,-21.75868467615415
knee-hook-back,-73.69940417691322
knee-hook-front,-53.00950090825149
leg-hang-gemini,45.55729374069488
leg-hang-gemini-foot-hold,47.16727065776025
leg-hang-needle,62.284589377273136
leg-hang-scorpion,6.647970054416638
leg-hang-scorpion-flatliner,-37.451413210592285
leg-hang-scorpion-hold,19.935568437732535
leg-hold-crucifix,2.8442648579719347
leg-hold-inverted-crucifix,8.022652916364068
leg-hold-inverted-crucifix-release,-9.094806007454409
one-hand-pencil,-15.083075065134645
one-hand-twisted-lateral-spin,-32.401244305236496
one-hand-twisted-spin-rght,-67.21590537786105
outside-knee-hook-inverted,75.49312678521898
outside-knee-hook-jasmine,50.4593429229309
pole-walk,-23.7309162094784
reverse-grab-attitude,-67.63535922295931
reverse-grab-ballerina,-41.556168529415196
reverse-grab-fang,-67.73609512583678
reverse-grab-pencil,-35.411717167842035
reverse-grab-straddle,-43.9990811555718
shoulder-mount,3.3997221608182837
shoulder-mount-attitude,11.05100884121452
shoulder-mount-hangman,4.337432640694284
shoulder-mount-jack-knife,29.176635121266642
shoulder-mount-kick,-13.967436228018553
shoulder-mount-lock,0.9547699703460167
shoulder-mount-pencil,-5.625699951876094
shoulder-mount-plank,1.3053090236954128
shoulder-mount-plank-passe-hold,-14.794209470066843
shoulder-mount-princess-grip-straddle,28.316825744166536
shoulder-mount-split,-40.28999470947023
shoulder-mount-straddle,38.33871443085307
shoulder-mount-tuck,25.956859092113636
split-grip-apprentice,-23.310162773808916
split-grip-backward-split,-5.278063679239333
split-grip-cupid,15.230327241655678
split-grip-front-split,-17.79087859894523
split-grip-inverted-butterfly,51.06889831463541
split-grip-inverted-butterfly-extended,26.590720723954448
split-grip-inverted-d,31.77292372911792
split-grip-inverted-fang,100.09293019654251
split-grip-inverted-pencil,20.87485760985798
split-grip-pancake-split,-14.915195158993688
split-grip-pencil,-41.12704598308386
split-grip-side-spin,-53.2050714693104
split-grip-side-v,-10.409010299880604
split-grip-stag,-49.94871715246173
split-grip-straddle,-44.594766472853564
split-grip-tucked-passe,12.78352260080034
split-grip-tucked-spin,-1.5285323829544717
stomach-hold-duchess-passe,-0.5389189898712408
stomach-hold-front-split,16.58124914855638
stomach-hold-inverted-pike,72.06573949034527
stomach-hold-inverted-tuck,-5.383896856561001
stomach-hold-passe-spaceflight,-23.292291632924027
stomach-hold-vertical-duchess,-21.286977868057097
strong-hold-corkscrew,-51.965490281743584
strong-hold-fang,-73.95298215156083
strong-hold-inverted-split,-10.991487639581049
strong-hold-inverted-straddle,40.55940997343967
strong-hold-inverted-tuck,7.145990938641838
strong-hold-side-split,1.748861867228201
strong-hold-straddle,-72.78294978430598
superman,-103.80766555767816
superman-armpit-grip,-18.337728484671874
superman-scissors,-34.35458772975598
thigh-hold-crescent-moon,33.3870293894121
thigh-hold-dragon-fly,47.98238550173382
thigh-hold-dragonfly-crossed,44.52985400992651
thigh-hold-release,26.067274074764633
tuck-hold,51.96878080909262
twisted-grip-inverted-straddle,90.03037914527607
wrist-sit-straddle,-17.426687626371393
