label,LDA1
ankle-grip-bow-and-arrow,23.866643483406577
armpit-hold-dart,-1.3238403517763608
armpit-hold-forward-pike,-44.46908103695606
armpit-hold-front-split,-3.446069110055618
armpit-hold-passe,8.629471810601762
armpit-hold-scorpion,-5.324224646457115
armpit-hold-seated,-46.125196126310044
back-hold-allergra,-14.387055013058614
back-hold-allergra-split,-1.2367573397871547
baseball-back-support-grip-foward-pike,-48.00704101786075
baseball-back-support-grip-tuck,-57.80850119909993
bridge,11.168163726970464
chair-passe,-16.620255411787454
chair-pike,-52.3067763191795
chair-seated,-44.077075539050696
cross-grip-straddle,0.005551820720582371
crossed-knee-layback,48.24144184784314
crossed-knee-release,57.47180990661189
crossed-knee-stargazer,44.39242005259874
elbow-grip-butterfly,38.38402249378089
elbow-grip-fang,72.65342039468078
elbow-grip-inverted-ayesha,54.27743198056302
elbow-grip-pencil,18.003137637964883
elbow-grip-seated,-30.382524624277053
elbow-grip-straddle,1.3970203677080064
fang-bracket-grip,-42.2618459713659
fireman-half-pike,-32.27600098160436
fireman-hollywood,-29.80177388983445
fireman-knee-hold,-41.72190717382538
fireman-piker,-40.64082859041947
fireman-seat,-45.78237963364524
flag-grip-pencil,30.51674721987643
flag-grip-straddle,8.290535201242644
forearm-grip-inverted-pencil,27.286140898937404
forearm-grip-pencil,-8.046390309554
forearm-grip-side-spin,-67.85549823048053
forearm-grip-stag,-75.98186611386745
handstand-bridged,50.183432859440785
handstand-butterfly,13.928927618150484
handstand-floor-handspring,61.5897357698504
handstand-forearm-attitude,19.722710040124944
handstand-forearm-bow-and-arrow,-6.560822228250332
handstand-forearm-fang,48.79886914647497
handstand-forearm-passe,9.272189681446001
handstand-forearm-pencil,-7.268557306300527
handstand-onehand,14.664596652695288
handstand-pole,14.520667835567044
handstand-split,14.74467955807507
handstand-tucked,68.06720176231468
hook-knee-one-hand,-4.098703494935508
hook-knee-two-hands,-28.140587325424928
iguana-grip-bow-and-arrow,5.800460403667782
iguana-grip-fang,50.08840060888225
iguana-grip-inverted-v,34.25452632274967
iguana-grip-pencil,3.209717854776086
iguana-grip-pixie,25.200259789867527
knee-hold-bridge,61.757866070020356
knee-hold-cupid,-4.065402681832746
knee-hold-daredevil,0.9715760045428975
knee-hold-genie,0.11200978235808723
knee-hold-genie-release,8.837698813763737
knee-hold-marley,-10.329016544746885
knee-hold-marley-release,-20.424550334100747
knee-hold-one-knee-genie,-43.17433930608805
knee-hold-remi-sit,-63.91036059080243
knee-hold-remi-sit-release,-44.54010535277254
knee-hook-back,-46.804057172330054
knee-hook-front,-32.39374190536213
leg-hang-gemini,33.510732718306286
leg-hang-gemini-foot-hold,30.274429030419387
leg-hang-needle,41.56125724867674
leg-hang-scorpion,7.520335305552049
leg-hang-scorpion-flatliner,-34.34800610484651
leg-hang-scorpion-hold,19.939186886566247
leg-hold-crucifix,1.9934714188581095
leg-hold-inverted-crucifix,10.876352627411713
leg-hold-inverted-crucifix-release,-2.5776338056885995
one-hand-pencil,-11.209767465785756
one-hand-twisted-lateral-spin,-25.223902683997835
one-hand-twisted-spin-rght,-43.146593027083156
outside-knee-hook-inverted,56.205292206090654
outside-knee-hook-jasmine,33.751593495899044
pole-walk,-20.533825719681836
reverse-grab-attitude,-59.12585714262171
reverse-grab-ballerina,-31.56928578412675
reverse-grab-fang,-41.552417546542486
reverse-grab-pencil,-24.037418209545077
reverse-grab-straddle,-34.149736740949706
shoulder-mount,0.690849450670409
shoulder-mount-attitude,-4.192278936529691
shoulder-mount-hangman,7.775280324507092
shoulder-mount-jack-knife,27.800751326143214
shoulder-mount-kick,-10.851007917995986
shoulder-mount-lock,4.38797132849162
shoulder-mount-pencil,-1.3621878069925397
shoulder-mount-plank,1.6756212596702627
shoulder-mount-plank-passe-hold,-16.72602874806398
shoulder-mount-princess-grip-straddle,25.223735171676253
shoulder-mount-split,-29.60401037885136
shoulder-mount-straddle,36.792277899825706
shoulder-mount-tuck,6.81815428498221
split-grip-apprentice,-14.918206467413363
split-grip-backward-split,-3.2318686791094104
split-grip-cupid,4.246189123507324
split-grip-front-split,-14.178744001943723
split-grip-inverted-butterfly,44.316477184748955
split-grip-inverted-butterfly-extended,26.507649780569484
split-grip-inverted-d,29.90753601531292
split-grip-inverted-fang,69.57279302391403
split-grip-inverted-pencil,20.37398270291576
split-grip-pancake-split,-12.366282645023063
split-grip-pencil,-32.45152990911749
split-grip-side-spin,-36.21116694085381
split-grip-side-v,-7.57626623683754
split-grip-stag,-40.31193527357903
split-grip-straddle,-37.37134980035847
split-grip-tucked-passe,9.631914755666024
split-grip-tucked-spin,0.5171746773492997
stomach-hold-duchess-passe,2.2375414409004737
stomach-hold-front-split,17.89471396143753
stomach-hold-inverted-pike,67.06915168183062
stomach-hold-inverted-tuck,20.137092896716332
stomach-hold-passe-spaceflight,-25.959883977013273
stomach-hold-vertical-duchess,-6.995904016860526
strong-hold-corkscrew,-33.42022361106834
strong-hold-fang,-43.15601607752243
strong-hold-inverted-split,-3.4978309136848953
strong-hold-inverted-straddle,40.04385891028125
strong-hold-inverted-tuck,34.54578696481632
strong-hold-side-split,7.124333393528387
strong-hold-straddle,-60.53496168792444
superman,-83.48258147739539
superman-armpit-grip,-15.11872493870996
superman-scissors,-28.72508663928536
thigh-hold-crescent-moon,25.475056411046232
thigh-hold-dragon-fly,42.739127661208386
thigh-hold-dragonfly-crossed,29.653576222703478
thigh-hold-release,25.592270054595453
tuck-hold,51.03911459729406
twisted-grip-inverted-straddle,79.21168360854024
wrist-sit-straddle,-11.635285922665982
